chrom	start	end	GC
chr2	82200000	82300000	0.35396
chr2	82300000	82400000	0.34661
chr2	82400000	82500000	0.33765
chr2	82500000	82600000	0.35361
chr2	82600000	82700000	0.34709
chr2	82700000	82800000	0.348
chr2	82800000	82900000	0.35899
chr2	82900000	83000000	0.35699
chr2	83000000	83100000	0.36049
chr2	83100000	83200000	0.35706
chr2	83200000	83300000	0.36703
chr2	83300000	83400000	0.34251
chr2	83400000	83500000	0.34334
chr2	83500000	83600000	0.35682
chr2	83600000	83700000	0.34636
chr2	83700000	83800000	0.36213
chr2	83800000	83900000	0.37698
chr2	83900000	84000000	0.36461
chr2	84000000	84100000	0.37701
chr2	84100000	84200000	0.3848
chr2	84200000	84300000	0.40414
chr2	84300000	84400000	0.39724
chr2	84400000	84500000	0.40078
chr2	84500000	84600000	0.3694
chr2	84600000	84700000	0.38312
chr2	84700000	84800000	0.39062
chr2	84800000	84900000	0.44967
chr2	84900000	85000000	0.45658
chr2	85000000	85100000	0.41932
chr2	85100000	85200000	0.45528
chr2	85200000	85300000	0.46457
chr2	85300000	85400000	0.48329
chr2	85400000	85500000	0.49119
chr2	85500000	85600000	0.47669
chr2	85600000	85700000	0.48207
chr2	85700000	85800000	0.50937
chr2	85800000	85900000	0.4455
chr2	85900000	86000000	0.45662
chr2	86000000	86100000	0.46842
chr2	86100000	86200000	0.41738
chr2	86200000	86300000	0.45134
chr2	86300000	86400000	0.43648
chr2	86400000	86500000	0.3929
chr2	86500000	86600000	0.39889
chr2	86600000	86700000	0.39791
chr2	86700000	86800000	0.42
chr2	86800000	86900000	0.43685
chr2	86900000	87000000	0.40542
chr2	87000000	87100000	0.40573
chr2	87100000	87200000	0.37694
chr2	87200000	87300000	0.44588
chr2	87300000	87400000	0.44033
chr2	87400000	87500000	0.50793
chr2	87500000	87600000	0.44426
chr2	87600000	87700000	0.457
chr2	87700000	87800000	0.38928
chr2	87800000	87900000	0.36661
chr2	87900000	88000000	0.37386
chr2	88000000	88100000	0.43266
chr2	88100000	88200000	0.44702
chr2	88200000	88300000	0.4399
chr2	88300000	88400000	0.42387
chr2	88400000	88500000	0.4408
chr2	88500000	88600000	0.41865
chr2	88600000	88700000	0.42028
chr2	88700000	88800000	0.39883
chr2	88800000	88900000	0.40695
chr2	88900000	89000000	0.39804
chr2	89000000	89100000	0.40451
chr2	89100000	89200000	0.3924
chr2	89200000	89300000	0.41794
chr2	89300000	89400000	0.4135076110694612
chr2	89400000	89500000	
chr2	89500000	89600000	0.45655717603612184
chr2	89600000	89700000	0.3940133965950321
chr2	89700000	89800000	0.39258389845244307
chr2	89800000	89900000	0.40394
chr2	89900000	90000000	0.40781
chr2	90000000	90100000	0.40132
chr2	90100000	90200000	0.40396
chr2	90200000	90300000	0.44743
chr2	90300000	90400000	0.39129
chr2	90400000	90500000	0.3739545997610514
chr2	90500000	90600000	
chr2	90600000	90700000	
chr2	90700000	90800000	
chr2	90800000	90900000	
chr2	90900000	91000000	
chr2	91000000	91100000	
chr2	91100000	91200000	
chr2	91200000	91300000	
chr2	91300000	91400000	
chr2	91400000	91500000	0.39056714090820505
chr2	91500000	91600000	0.50652
chr2	91600000	91700000	0.44421
chr2	91700000	91800000	0.43278
chr2	91800000	91900000	0.40607
chr2	91900000	92000000	0.40486
chr2	92000000	92100000	0.38841
chr2	92100000	92200000	0.38556
chr2	92200000	92300000	0.3845045045045045
chr2	92300000	92400000	0.38457
chr2	92400000	92500000	0.38527
chr2	92500000	92600000	0.38383
chr2	92600000	92700000	0.38379
chr2	92700000	92800000	0.3831731731731732
chr2	92800000	92900000	0.38354354354354353
chr2	92900000	93000000	0.38249
chr2	93000000	93100000	0.3829
chr2	93100000	93200000	0.38292
chr2	93200000	93300000	0.38367367367367367
chr2	93300000	93400000	0.38315
chr2	93400000	93500000	0.38265265265265264
chr2	93500000	93600000	0.3843043043043043
chr2	93600000	93700000	0.38325325325325327
chr2	93700000	93800000	0.38269
chr2	93800000	93900000	0.38267
chr2	93900000	94000000	0.3831031031031031
chr2	94000000	94100000	0.38399460517151796
chr2	94100000	94200000	0.38568039971064716
chr2	94200000	94300000	0.40950384346610763
chr2	94300000	94400000	
chr2	94400000	94500000	0.38971141781681307
chr2	94500000	94600000	0.40165
chr2	94600000	94700000	0.3594
chr2	94700000	94800000	0.41705
chr2	94800000	94900000	0.41085
chr2	94900000	95000000	0.42267
chr2	95000000	95100000	0.49025
chr2	95100000	95200000	0.43889
chr2	95200000	95300000	0.47541
chr2	95300000	95400000	0.53203
chr2	95400000	95500000	0.41622
chr2	95500000	95600000	0.3811
chr2	95600000	95700000	0.43394
chr2	95700000	95800000	0.47036
chr2	95800000	95900000	0.38442
chr2	95900000	96000000	0.3636
chr2	96000000	96100000	0.49509
chr2	96100000	96200000	0.51916
chr2	96200000	96300000	0.47814
chr2	96300000	96400000	0.46031
chr2	96400000	96500000	0.44443
chr2	96500000	96600000	0.49459
chr2	96600000	96700000	0.48081
chr2	96700000	96800000	0.48093
chr2	96800000	96900000	0.54135
chr2	96900000	97000000	0.50504
chr2	97000000	97100000	0.42222
chr2	97100000	97200000	0.36694
chr2	97200000	97300000	0.38468
chr2	97300000	97400000	0.42066
chr2	97400000	97500000	0.41948
chr2	97500000	97600000	0.36423
chr2	97600000	97700000	0.4698
chr2	97700000	97800000	0.48055
chr2	97800000	97900000	0.38869
chr2	97900000	98000000	0.38228
chr2	98000000	98100000	0.42169
chr2	98100000	98200000	0.43216
chr2	98200000	98300000	0.40286
chr2	98300000	98400000	0.45099
chr2	98400000	98500000	0.44453
chr2	98500000	98600000	0.46558
chr2	98600000	98700000	0.4004
chr2	98700000	98800000	0.44312
chr2	98800000	98900000	0.44495
chr2	98900000	99000000	0.43395
chr2	99000000	99100000	0.3696
chr2	99100000	99200000	0.39497
chr2	99200000	99300000	0.41314
chr2	99300000	99400000	0.40156
chr2	99400000	99500000	0.39926
chr2	99500000	99600000	0.44272
chr2	99600000	99700000	0.43545
chr2	99700000	99800000	0.40137
chr2	99800000	99900000	0.41096
chr2	99900000	100000000	0.40295
chr2	100000000	100100000	0.4079
chr2	100100000	100200000	0.43251
chr2	100200000	100300000	0.45317
chr2	100300000	100400000	0.41829
chr2	100400000	100500000	0.42648
chr2	100500000	100600000	0.43765
chr2	100600000	100700000	0.45158
chr2	100700000	100800000	0.44047
chr2	100800000	100900000	0.45213
chr2	100900000	101000000	0.4634
chr2	101000000	101100000	0.44452
chr2	101100000	101200000	0.44772
chr2	101200000	101300000	0.42413
chr2	101300000	101400000	0.43882
chr2	101400000	101500000	0.45064
chr2	101500000	101600000	0.41997
chr2	101600000	101700000	0.44683
chr2	101700000	101800000	0.41567
chr2	101800000	101900000	0.40099
chr2	101900000	102000000	0.4368
chr2	102000000	102100000	0.4228
chr2	102100000	102200000	0.42014
chr2	102200000	102300000	0.41758
chr2	102300000	102400000	0.39444
chr2	102400000	102500000	0.39654
chr2	102500000	102600000	0.38854
chr2	102600000	102700000	0.40483
chr2	102700000	102800000	0.39198
chr2	102800000	102900000	0.39642
chr2	102900000	103000000	0.39017
chr2	103000000	103100000	0.36641
chr2	103100000	103200000	0.3795
chr2	103200000	103300000	0.37333
chr2	103300000	103400000	0.35556
chr2	103400000	103500000	0.36832
chr2	103500000	103600000	0.3496
chr2	103600000	103700000	0.35473
chr2	103700000	103800000	0.36073
chr2	103800000	103900000	0.36618
chr2	103900000	104000000	0.34613
chr2	104000000	104100000	0.35467
chr2	104100000	104200000	0.35705
chr2	104200000	104300000	0.36588
chr2	104300000	104400000	0.39893
chr2	104400000	104500000	0.38555
chr2	104500000	104600000	0.40688
chr2	104600000	104700000	0.39994
chr2	104700000	104800000	0.4232
chr2	104800000	104900000	0.45375
chr2	104900000	105000000	0.40871
chr2	105000000	105100000	0.37194
chr2	105100000	105200000	0.44111
chr2	105200000	105300000	0.45726
chr2	105300000	105400000	0.43565
chr2	105400000	105500000	0.42742
chr2	105500000	105600000	0.44078
chr2	105600000	105700000	0.42918
chr2	105700000	105800000	0.43905
chr2	105800000	105900000	0.43773
chr2	105900000	106000000	0.44527
chr2	106000000	106100000	0.43516
chr2	106100000	106200000	0.44849
chr2	106200000	106300000	0.42954
chr2	106300000	106400000	0.41158
chr2	106400000	106500000	0.42006
chr2	106500000	106600000	0.4474
chr2	106600000	106700000	0.39313
chr2	106700000	106800000	0.40324
chr2	106800000	106900000	0.41466
chr2	106900000	107000000	0.38929
chr2	107000000	107100000	0.38719
chr2	107100000	107200000	0.38873
chr2	107200000	107300000	0.38934
chr2	107300000	107400000	0.37856
chr2	107400000	107500000	0.37138
chr2	107500000	107600000	0.3903
chr2	107600000	107700000	0.37363
chr2	107700000	107800000	0.37933
chr2	107800000	107900000	0.40465
chr2	107900000	108000000	0.3709
chr2	108000000	108100000	0.38536
chr2	108100000	108200000	0.37509
chr2	108200000	108300000	0.40653
chr2	108300000	108400000	0.4157
chr2	108400000	108500000	0.39524
chr2	108500000	108600000	0.41074
chr2	108600000	108700000	0.41833
chr2	108700000	108800000	0.40035
chr2	108800000	108900000	0.37752
chr2	108900000	109000000	0.48943
chr2	109000000	109100000	0.45633
chr2	109100000	109200000	0.46881
chr2	109200000	109300000	0.48193
chr2	109300000	109400000	0.47977
chr2	109400000	109500000	0.5057850578505785
chr2	109500000	109600000	0.44692
chr2	109600000	109700000	0.45372
chr2	109700000	109800000	0.4351
chr2	109800000	109900000	0.39653
chr2	109900000	110000000	0.4461
chr2	110000000	110100000	0.47603
chr2	110100000	110200000	0.41264
chr2	110200000	110300000	0.43329
chr2	110300000	110400000	0.4845
chr2	110400000	110500000	0.42008
chr2	110500000	110600000	0.40366
chr2	110600000	110700000	0.40886
chr2	110700000	110800000	0.42857
chr2	110800000	110900000	0.44096
chr2	110900000	111000000	0.41559
chr2	111000000	111100000	0.41916
chr2	111100000	111200000	0.44958
chr2	111200000	111300000	0.43728
chr2	111300000	111400000	0.44881
chr2	111400000	111500000	0.45224
chr2	111500000	111600000	0.43985
chr2	111600000	111700000	0.44193
chr2	111700000	111800000	0.43842
chr2	111800000	111900000	0.40249
chr2	111900000	112000000	0.43407
chr2	112000000	112100000	0.42583
chr2	112100000	112200000	0.44243
chr2	112200000	112300000	0.3903
chr2	112300000	112400000	0.38352
chr2	112400000	112500000	0.42869
chr2	112500000	112600000	0.42936
chr2	112600000	112700000	0.45562
chr2	112700000	112800000	0.43838
chr2	112800000	112900000	0.42932
chr2	112900000	113000000	0.42435
chr2	113000000	113100000	0.42827
chr2	113100000	113200000	0.46953
chr2	113200000	113300000	0.49303
chr2	113300000	113400000	0.45013
chr2	113400000	113500000	0.38131
chr2	113500000	113600000	0.44946
chr2	113600000	113700000	0.44091
chr2	113700000	113800000	0.39724
chr2	113800000	113900000	0.41819
chr2	113900000	114000000	0.38675
chr2	114000000	114100000	0.41341
chr2	114100000	114200000	0.39653
chr2	114200000	114300000	0.38835
chr2	114300000	114400000	0.37499
chr2	114400000	114500000	0.37592
chr2	114500000	114600000	0.39272
chr2	114600000	114700000	0.37194
chr2	114700000	114800000	0.38137
chr2	114800000	114900000	0.37598
chr2	114900000	115000000	0.36519
chr2	115000000	115100000	0.36648
chr2	115100000	115200000	0.38203
chr2	115200000	115300000	0.36071
chr2	115300000	115400000	0.35871
chr2	115400000	115500000	0.36358
chr2	115500000	115600000	0.34849
chr2	115600000	115700000	0.35153
chr2	115700000	115800000	0.34392
chr2	115800000	115900000	0.35892
chr2	115900000	116000000	0.37303
chr2	116000000	116100000	0.36696
chr2	116100000	116200000	0.37906
chr2	116200000	116300000	0.36171
chr2	116300000	116400000	0.34475
chr2	116400000	116500000	0.37371
chr2	116500000	116600000	0.36483
chr2	116600000	116700000	0.35521
chr2	116700000	116800000	0.36127
chr2	116800000	116900000	0.35915
chr2	116900000	117000000	0.37
chr2	117000000	117100000	0.37113
chr2	117100000	117200000	0.37801
chr2	117200000	117300000	0.36733
chr2	117300000	117400000	0.37011
chr2	117400000	117500000	0.38331
chr2	117500000	117600000	0.38776
chr2	117600000	117700000	0.41323
chr2	117700000	117800000	0.40632
chr2	117800000	117900000	0.41134
chr2	117900000	118000000	0.42403
chr2	118000000	118100000	0.40719
chr2	118100000	118200000	0.41367
chr2	118200000	118300000	0.42336
chr2	118300000	118400000	0.39782
chr2	118400000	118500000	0.40348
chr2	118500000	118600000	0.41866
chr2	118600000	118700000	0.41738
chr2	118700000	118800000	0.43933
chr2	118800000	118900000	0.46532
chr2	118900000	119000000	0.43343
chr2	119000000	119100000	0.43177
chr2	119100000	119200000	0.48885
chr2	119200000	119300000	0.48719
chr2	119300000	119400000	0.41191
chr2	119400000	119500000	0.48118
chr2	119500000	119600000	0.4212
chr2	119600000	119700000	0.44224
chr2	119700000	119800000	0.42726
chr2	119800000	119900000	0.37491
chr2	119900000	120000000	0.36521
chr2	120000000	120100000	0.39566
chr2	120100000	120200000	0.38601
chr2	120200000	120300000	0.47633
chr2	120300000	120400000	0.53473
chr2	120400000	120500000	0.49969
chr2	120500000	120600000	0.51651
chr2	120600000	120700000	0.49267
chr2	120700000	120800000	0.50694
chr2	120800000	120900000	0.51393
chr2	120900000	121000000	0.53161
chr2	121000000	121100000	0.49092
chr2	121100000	121200000	0.4718
chr2	121200000	121300000	0.4951
chr2	121300000	121400000	0.43809
chr2	121400000	121500000	0.38942
chr2	121500000	121600000	0.41653
chr2	121600000	121700000	0.42568
chr2	121700000	121800000	0.44608
chr2	121800000	121900000	0.45244
chr2	121900000	122000000	0.43888
chr2	122000000	122100000	0.43638
chr2	122100000	122200000	0.43777
chr2	122200000	122300000	0.41126
chr2	122300000	122400000	0.39833
chr2	122400000	122500000	0.37866
chr2	122500000	122600000	0.37852
chr2	122600000	122700000	0.37397
chr2	122700000	122800000	0.3758
chr2	122800000	122900000	0.37279
chr2	122900000	123000000	0.35634
chr2	123000000	123100000	0.34832
chr2	123100000	123200000	0.3546
chr2	123200000	123300000	0.3502
chr2	123300000	123400000	0.35042
chr2	123400000	123500000	0.36144
chr2	123500000	123600000	0.35506
chr2	123600000	123700000	0.38022
chr2	123700000	123800000	0.34771
chr2	123800000	123900000	0.3705
chr2	123900000	124000000	0.36387
chr2	124000000	124100000	0.38345
chr2	124100000	124200000	0.38939
chr2	124200000	124300000	0.38774
chr2	124300000	124400000	0.3884
chr2	124400000	124500000	0.38511
chr2	124500000	124600000	0.40151
chr2	124600000	124700000	0.39638
chr2	124700000	124800000	0.38208
chr2	124800000	124900000	0.38854
chr2	124900000	125000000	0.38408
chr2	125000000	125100000	0.3696
chr2	125100000	125200000	0.34781
chr2	125200000	125300000	0.35992
chr2	125300000	125400000	0.36303
chr2	125400000	125500000	0.36794
chr2	125500000	125600000	0.36054
chr2	125600000	125700000	0.37626
chr2	125700000	125800000	0.37703
chr2	125800000	125900000	0.36434
chr2	125900000	126000000	0.37111
chr2	126000000	126100000	0.36931
chr2	126100000	126200000	0.37383
chr2	126200000	126300000	0.38367
chr2	126300000	126400000	0.38183
chr2	126400000	126500000	0.39575
chr2	126500000	126600000	0.38548
chr2	126600000	126700000	0.44727
chr2	126700000	126800000	0.46173
chr2	126800000	126900000	0.45421
chr2	126900000	127000000	0.4511
chr2	127000000	127100000	0.52657
chr2	127100000	127200000	0.47584
chr2	127200000	127300000	0.45045
chr2	127300000	127400000	0.39484
chr2	127400000	127500000	0.44859
chr2	127500000	127600000	0.46533
chr2	127600000	127700000	0.53691
chr2	127700000	127800000	0.41805
chr2	127800000	127900000	0.45767
chr2	127900000	128000000	0.43795
chr2	128000000	128100000	0.44675
chr2	128100000	128200000	0.40895
chr2	128200000	128300000	0.49576
chr2	128300000	128400000	0.516
chr2	128400000	128500000	0.49849
chr2	128500000	128600000	0.4751
chr2	128600000	128700000	0.47889
chr2	128700000	128800000	0.45195
chr2	128800000	128900000	0.41801
chr2	128900000	129000000	0.40838
chr2	129000000	129100000	0.41264
chr2	129100000	129200000	0.39945
chr2	129200000	129300000	0.40748
chr2	129300000	129400000	0.42043
chr2	129400000	129500000	0.42156
chr2	129500000	129600000	0.39154
chr2	129600000	129700000	0.4249
chr2	129700000	129800000	0.478
chr2	129800000	129900000	0.44698
chr2	129900000	130000000	0.4465
chr2	130000000	130100000	0.42081
chr2	130100000	130200000	0.49348
chr2	130200000	130300000	0.44755
chr2	130300000	130400000	0.47423
chr2	130400000	130500000	0.414
chr2	130500000	130600000	0.49915
chr2	130600000	130700000	0.42988
chr2	130700000	130800000	0.45492
chr2	130800000	130900000	0.50097
chr2	130900000	131000000	0.43791
chr2	131000000	131100000	0.47636
chr2	131100000	131200000	0.4358
chr2	131200000	131300000	0.43058
chr2	131300000	131400000	0.41427
chr2	131400000	131500000	0.45524
chr2	131500000	131600000	0.4643
chr2	131600000	131700000	0.41493
chr2	131700000	131800000	0.40864
chr2	131800000	131900000	0.41225
chr2	131900000	132000000	0.36128
chr2	132000000	132100000	0.37237
chr2	132100000	132200000	0.37284
chr2	132200000	132300000	0.43302
chr2	132300000	132400000	0.40728
chr2	132400000	132500000	0.41789
chr2	132500000	132600000	0.43325
chr2	132600000	132700000	0.43056
chr2	132700000	132800000	0.40804
chr2	132800000	132900000	0.39392
chr2	132900000	133000000	0.39372
chr2	133000000	133100000	0.38594
chr2	133100000	133200000	0.38109
chr2	133200000	133300000	0.37959
chr2	133300000	133400000	0.3992
chr2	133400000	133500000	0.39804
chr2	133500000	133600000	0.4086
chr2	133600000	133700000	0.389
chr2	133700000	133800000	0.40416
chr2	133800000	133900000	0.43089
chr2	133900000	134000000	0.40839
chr2	134000000	134100000	0.42588
chr2	134100000	134200000	0.44926
chr2	134200000	134300000	0.41707
chr2	134300000	134400000	0.40782
chr2	134400000	134500000	0.45664
chr2	134500000	134600000	0.43977
chr2	134600000	134700000	0.42209
chr2	134700000	134800000	0.42823
chr2	134800000	134900000	0.40552
chr2	134900000	135000000	0.39845
chr2	135000000	135100000	0.39911
chr2	135100000	135200000	0.39203
chr2	135200000	135300000	0.39937
chr2	135300000	135400000	0.38241
chr2	135400000	135500000	0.37928
chr2	135500000	135600000	0.38366
chr2	135600000	135700000	0.37243
chr2	135700000	135800000	0.41957
chr2	135800000	135900000	0.43715
chr2	135900000	136000000	0.37759
chr2	136000000	136100000	0.42497
chr2	136100000	136200000	0.4334
chr2	136200000	136300000	0.43144
chr2	136300000	136400000	0.42207
chr2	136400000	136500000	0.41603
chr2	136500000	136600000	0.40435
chr2	136600000	136700000	0.40045
chr2	136700000	136800000	0.38687
chr2	136800000	136900000	0.38063
chr2	136900000	137000000	0.38855
chr2	137000000	137100000	0.37124
chr2	137100000	137200000	0.38289
chr2	137200000	137300000	0.37146
chr2	137300000	137400000	0.38343
chr2	137400000	137500000	0.3656
chr2	137500000	137600000	0.36983
chr2	137600000	137700000	0.37626
chr2	137700000	137800000	0.37264
chr2	137800000	137900000	0.37451
chr2	137900000	138000000	0.38005
chr2	138000000	138100000	0.38706
chr2	138100000	138200000	0.37126
chr2	138200000	138300000	0.37435
chr2	138300000	138400000	0.36658
chr2	138400000	138500000	0.37545
chr2	138500000	138600000	0.36709
chr2	138600000	138700000	0.39357
chr2	138700000	138800000	0.39218
chr2	138800000	138900000	0.37894
chr2	138900000	139000000	0.37722
chr2	139000000	139100000	0.35212
chr2	139100000	139200000	0.34891
chr2	139200000	139300000	0.36492
chr2	139300000	139400000	0.3665
chr2	139400000	139500000	0.35334
chr2	139500000	139600000	0.35495
chr2	139600000	139700000	0.36993
chr2	139700000	139800000	0.35834
chr2	139800000	139900000	0.356
chr2	139900000	140000000	0.36704
chr2	140000000	140100000	0.35395
chr2	140100000	140200000	0.35889
chr2	140200000	140300000	0.3419
chr2	140300000	140400000	0.3372
chr2	140400000	140500000	0.35074
chr2	140500000	140600000	0.34502
chr2	140600000	140700000	0.34372
chr2	140700000	140800000	0.34387
chr2	140800000	140900000	0.35019
chr2	140900000	141000000	0.34483
chr2	141000000	141100000	0.34921
chr2	141100000	141200000	0.34678
chr2	141200000	141300000	0.35887
chr2	141300000	141400000	0.349
chr2	141400000	141500000	0.35624
chr2	141500000	141600000	0.35201
chr2	141600000	141700000	0.36076
chr2	141700000	141800000	0.3537
chr2	141800000	141900000	0.34235
chr2	141900000	142000000	0.34259
chr2	142000000	142100000	0.349
chr2	142100000	142200000	0.34732
chr2	142200000	142300000	0.34862
chr2	142300000	142400000	0.36317
chr2	142400000	142500000	0.36425
chr2	142500000	142600000	0.36282
chr2	142600000	142700000	0.35338
chr2	142700000	142800000	0.36066
chr2	142800000	142900000	0.36846
chr2	142900000	143000000	0.37782
chr2	143000000	143100000	0.36904
chr2	143100000	143200000	0.36177
chr2	143200000	143300000	0.36067
chr2	143300000	143400000	0.35402
chr2	143400000	143500000	0.35491
chr2	143500000	143600000	0.36793
chr2	143600000	143700000	0.3714
chr2	143700000	143800000	0.39172
chr2	143800000	143900000	0.38772
chr2	143900000	144000000	0.38423
chr2	144000000	144100000	0.36958
chr2	144100000	144200000	0.36097
chr2	144200000	144300000	0.36888
chr2	144300000	144400000	0.38974
chr2	144400000	144500000	0.37519
chr2	144500000	144600000	0.39336
chr2	144600000	144700000	0.37495
chr2	144700000	144800000	0.36338
chr2	144800000	144900000	0.35901
chr2	144900000	145000000	0.37299
chr2	145000000	145100000	0.36857
chr2	145100000	145200000	0.35224
chr2	145200000	145300000	0.36241
chr2	145300000	145400000	0.3563
chr2	145400000	145500000	0.35976
chr2	145500000	145600000	0.35447
chr2	145600000	145700000	0.34682
chr2	145700000	145800000	0.35944
chr2	145800000	145900000	0.36529
chr2	145900000	146000000	0.3486
chr2	146000000	146100000	0.34488
chr2	146100000	146200000	0.35105
chr2	146200000	146300000	0.34681
chr2	146300000	146400000	0.34644
chr2	146400000	146500000	0.36312
chr2	146500000	146600000	0.35642
chr2	146600000	146700000	0.35106
chr2	146700000	146800000	0.35743
chr2	146800000	146900000	0.36247
chr2	146900000	147000000	0.37222
chr2	147000000	147100000	0.37587
chr2	147100000	147200000	0.3712
chr2	147200000	147300000	0.3726
chr2	147300000	147400000	0.37868
chr2	147400000	147500000	0.38227
chr2	147500000	147600000	0.39908
chr2	147600000	147700000	0.40022
chr2	147700000	147800000	0.38178
chr2	147800000	147900000	0.36702
chr2	147900000	148000000	0.35181
chr2	148000000	148100000	0.35465
chr2	148100000	148200000	0.36178
chr2	148200000	148300000	0.36961
chr2	148300000	148400000	0.36957
chr2	148400000	148500000	0.36143
chr2	148500000	148600000	0.43364
chr2	148600000	148700000	0.39745
chr2	148700000	148800000	0.3671
chr2	148800000	148900000	0.41877
chr2	148900000	149000000	0.42545
chr2	149000000	149100000	0.42073
chr2	149100000	149200000	0.39853
chr2	149200000	149300000	0.3879
chr2	149300000	149400000	0.40742
chr2	149400000	149500000	0.39941
chr2	149500000	149600000	0.38414
chr2	149600000	149700000	0.37235
chr2	149700000	149800000	0.3808
chr2	149800000	149900000	0.37545
chr2	149900000	150000000	0.37445
chr2	150000000	150100000	0.36015
chr2	150100000	150200000	0.38916
chr2	150200000	150300000	0.37577
chr2	150300000	150400000	0.37973
chr2	150400000	150500000	0.38888
chr2	150500000	150600000	0.3867
chr2	150600000	150700000	0.38057
chr2	150700000	150800000	0.37494
chr2	150800000	150900000	0.39336
chr2	150900000	151000000	0.38413
chr2	151000000	151100000	0.38799
chr2	151100000	151200000	0.39096
chr2	151200000	151300000	0.39761
chr2	151300000	151400000	0.40392
chr2	151400000	151500000	0.3854
chr2	151500000	151600000	0.39784
chr2	151600000	151700000	0.3765
chr2	151700000	151800000	0.40008
chr2	151800000	151900000	0.38757
chr2	151900000	152000000	0.41165
chr2	152000000	152100000	0.43394
chr2	152100000	152200000	0.39902
chr2	152200000	152300000	0.39711
chr2	152300000	152400000	0.40598
chr2	152400000	152500000	0.40549
chr2	152500000	152600000	0.39651
chr2	152600000	152700000	0.38441
chr2	152700000	152800000	0.38826
chr2	152800000	152900000	0.39358
chr2	152900000	153000000	0.37106
chr2	153000000	153100000	0.37003
chr2	153100000	153200000	0.37587
chr2	153200000	153300000	0.38009
chr2	153300000	153400000	0.36595
chr2	153400000	153500000	0.38062
chr2	153500000	153600000	0.3757
chr2	153600000	153700000	0.36109
chr2	153700000	153800000	0.36567
chr2	153800000	153900000	0.35944
chr2	153900000	154000000	0.35411
chr2	154000000	154100000	0.34824
chr2	154100000	154200000	0.35436
chr2	154200000	154300000	0.35259
chr2	154300000	154400000	0.35197
chr2	154400000	154500000	0.35513
chr2	154500000	154600000	0.3659
chr2	154600000	154700000	0.35994
chr2	154700000	154800000	0.34312
chr2	154800000	154900000	0.35583
chr2	154900000	155000000	0.34437
chr2	155000000	155100000	0.33692
chr2	155100000	155200000	0.34378
chr2	155200000	155300000	0.34387
chr2	155300000	155400000	0.34716
chr2	155400000	155500000	0.34273
chr2	155500000	155600000	0.33499
chr2	155600000	155700000	0.33819
chr2	155700000	155800000	0.34541
chr2	155800000	155900000	0.35979
chr2	155900000	156000000	0.35016
chr2	156000000	156100000	0.36415
chr2	156100000	156200000	0.36337
chr2	156200000	156300000	0.36423
chr2	156300000	156400000	0.40969
chr2	156400000	156500000	0.40431
chr2	156500000	156600000	0.36367
chr2	156600000	156700000	0.36788
chr2	156700000	156800000	0.37159
chr2	156800000	156900000	0.3551
chr2	156900000	157000000	0.35931
chr2	157000000	157100000	0.35975
chr2	157100000	157200000	0.37628
chr2	157200000	157300000	0.376
chr2	157300000	157400000	0.38042
chr2	157400000	157500000	0.37853
chr2	157500000	157600000	0.3719
chr2	157600000	157700000	0.3748
chr2	157700000	157800000	0.38864
chr2	157800000	157900000	0.40957
chr2	157900000	158000000	0.40544
chr2	158000000	158100000	0.40382
chr2	158100000	158200000	0.38564
chr2	158200000	158300000	0.38326
chr2	158300000	158400000	0.37707
chr2	158400000	158500000	0.38215
chr2	158500000	158600000	0.37625
chr2	158600000	158700000	0.39966
chr2	158700000	158800000	0.43787
chr2	158800000	158900000	0.43713
chr2	158900000	159000000	0.41826
chr2	159000000	159100000	0.41925
chr2	159100000	159200000	0.43931
chr2	159200000	159300000	0.41999
chr2	159300000	159400000	0.36816
chr2	159400000	159500000	0.3549
chr2	159500000	159600000	0.36393
chr2	159600000	159700000	0.3721
chr2	159700000	159800000	0.38535
chr2	159800000	159900000	0.37751
chr2	159900000	160000000	0.3915
chr2	160000000	160100000	0.40942
chr2	160100000	160200000	0.39295
chr2	160200000	160300000	0.41392
chr2	160300000	160400000	0.38851
chr2	160400000	160500000	0.39675
chr2	160500000	160600000	0.38174
chr2	160600000	160700000	0.38467
chr2	160700000	160800000	0.3794
chr2	160800000	160900000	0.37745
chr2	160900000	161000000	0.39241
chr2	161000000	161100000	0.38967
chr2	161100000	161200000	0.37342
chr2	161200000	161300000	0.37073
chr2	161300000	161400000	0.3555
chr2	161400000	161500000	0.38552
chr2	161500000	161600000	0.37593
chr2	161600000	161700000	0.34561
chr2	161700000	161800000	0.35129
chr2	161800000	161900000	0.34934
chr2	161900000	162000000	0.36401
chr2	162000000	162100000	0.4005
chr2	162100000	162200000	0.37592
chr2	162200000	162300000	0.36079
chr2	162300000	162400000	0.36099
chr2	162400000	162500000	0.35966
chr2	162500000	162600000	0.35578
chr2	162600000	162700000	0.34483
chr2	162700000	162800000	0.34492
chr2	162800000	162900000	0.34955
chr2	162900000	163000000	0.3604
chr2	163000000	163100000	0.36398
chr2	163100000	163200000	0.34959
chr2	163200000	163300000	0.35368
chr2	163300000	163400000	0.35547
chr2	163400000	163500000	0.36592
chr2	163500000	163600000	0.3669
chr2	163600000	163700000	0.36877
chr2	163700000	163800000	0.3616
chr2	163800000	163900000	0.35426
chr2	163900000	164000000	0.36067
chr2	164000000	164100000	0.36745
chr2	164100000	164200000	0.36557
chr2	164200000	164300000	0.35765
